name	P1	P2	P3	P4	P5	P6
Streptomyces sp. NBC_00162	305	326	244	506	471	330
Streptomyces sp. NEAU-sy36	1147	1323	2017	1677	1331	862
Streptomyces sp. NHF165	266	409	134	270	317	167
Streptomyces sp. P3	1945	1364	1482	2291	1576	651
Streptomyces sp. PBH53	733	705	0	0	0	0
Streptomyces sp. PCS3-D2	427	380	253	0	478	0
Streptomyces sp. QHH-9511	0	0	391	0	0	0
Streptomyces sp. RLB1-33	4969	9683	3355	5378	8288	6541
Streptomyces sp. RLB3-6	0	0	3352	0	7837	8531
Streptomyces sp. RPA4-2	2066	2990	854	1895	3064	1440
Streptomyces sp. RPA4-5	2632	0	0	0	0	0
Streptomyces sp. RTd22	4511	3981	762	808	1092	514
Streptomyces sp. Rer75	5115	3434	460	795	920	0
Streptomyces sp. RerS4	559	0	183	636	0	0
Streptomyces sp. S063	561	0	0	0	0	0
Streptomyces sp. S1A1-7	3877	0	0	0	0	0
Streptomyces sp. S1D4-11	2218	4016	1898	3979	3161	2683
Streptomyces sp. S1D4-14	0	0	23266	26922	15912	0
Streptomyces sp. S1D4-20	0	5744	2237	10634	7332	7585
Streptomyces sp. S1D4-23	0	17343	12148	0	0	0
Streptomyces sp. S4.7	0	0	0	513	0	0
Streptomyces sp. S465	0	0	385	433	0	618
Streptomyces sp. S584	0	0	129	265	0	0
Streptomyces sp. SAT1	684	1102	848	1087	1019	454
Streptomyces sp. SCA4-21	0	0	588	510	507	0
Streptomyces sp. SCSIO ZS0520	386	1045	0	1407	595	293
Streptomyces sp. SCUT-3	0	495	476	415	686	569
Streptomyces sp. SM18	0	0	209	379	327	0
Streptomyces sp. SN-593	1349	1396	558	2062	3038	561
Streptomyces sp. ST1015	605	711	723	1246	691	800
Streptomyces sp. SUK 48	911	1688	1289	1044	879	512
Streptomyces sp. SYP-A7193	510	0	0	551	0	0
Streptomyces sp. SirexAA-E	308	0	276	860	0	0
Streptomyces sp. So13.3	888	1199	1017	1166	1299	564
Streptomyces sp. T12	487	2503	2288	2276	1866	1297
Streptomyces sp. TLI_053	3004	2192	870	2031	1540	1337
Streptomyces sp. TN58	0	0	0	0	460	0
Streptomyces sp. Tu 2975	0	0	276	0	0	0
Streptomyces sp. VN1	0	1164	0	0	0	0
Streptomyces sp. VNUA116	0	620	642	672	0	0
Streptomyces sp. VNUA24	529	668	409	1041	891	0
Streptomyces sp. W1SF4	359	463	287	0	400	0
Streptomyces sp. WA6-1-16	0	0	0	862	0	0
Streptomyces sp. WAC 01438	433	0	789	869	756	694
Streptomyces sp. WAC 01529	0	388	258	0	401	395
Streptomyces sp. WAC 06738	556	0	149	351	0	303
Streptomyces sp. WMMC500	355	233	191	570	397	304
Streptomyces sp. WZ-12	417	1060	395	335	397	422
Streptomyces sp. XC 2026	2285	624	500	709	570	0
Streptomyces sp. XD-27	621	1411	328	937	370	550
Streptomyces sp. YIM 121038	624	425	309	0	447	0
Streptomyces sp. Z423-1	1088	1705	1354	1786	1321	957
Streptomyces sp. fd1-xmd	428	0	486	0	0	0
Streptomyces spectabilis	0	765	378	423	362	0
Streptomyces spinosirectus	0	0	1493	4983	4278	0
Streptomyces spongiicola	544	808	283	990	1120	444
Streptomyces subrutilus	544	0	242	0	0	0
Streptomyces tanashiensis	397	511	0	739	707	579
Streptomyces tendae	572	511	494	519	0	0
Streptomyces tirandamycinicus	0	454	251	0	0	0
Streptomyces tsukubensis	248	593	306	539	541	279
Streptomyces tubbatahanensis	194	293	155	0	328	311
Streptomyces tubercidicus	502	0	189	326	0	0
Streptomyces tuirus	0	0	731	947	0	706
Streptomyces venezuelae	2654	2678	977	3228	2087	1861
Streptomyces vietnamensis	1084	772	350	2119	1099	1111
Streptomyces vilmorinianum	0	577	475	568	595	554
Streptomyces vinaceus	377	406	203	355	0	0
Streptomyces violaceusniger	859	1263	559	457	530	0
Streptomyces viridosporus	579	720	708	816	469	500
Streptomyces xanthii	403	940	410	2194	2029	596
Streptomyces xanthophaeus	0	678	354	592	0	0
Streptomyces xiamenensis	1868	606	291	492	0	0
Streptomyces xinghaiensis	869	0	149	439	454	363
Streptomyces yatensis	695	0	517	622	724	0
Streptomyces yunnanensis	0	5636	1049	0	0	0
Streptosporangium roseum	3796	3674	2146	3581	2101	2984
Streptosporangium sp. 'caverna'	4538	5705	1478	3308	3040	2383
Stutzerimonas balearica	4293	0	0	0	0	0
Stutzerimonas stutzeri	0	3755	3005	4287	3885	845
Subtercola endophyticus	0	0	57	0	0	0
Sulfidibacter corallicola	0	0	23	36	0	37
Sulfuricaulis limicola	0	108	84	160	415	57
Sulfuricystis multivorans	0	0	107	0	0	0
Sulfuriferula plumbiphila	0	0	0	0	250	0
Sulfurifustis variabilis	273	199	182	234	536	127
Sulfurimicrobium lacus	0	0	0	178	0	0
Sulfuriroseicoccus oceanibius	0	0	23	0	0	0
Sulfuritalea hydrogenivorans	195	0	0	258	0	0
Symbiobacterium thermophilum	65	51	0	60	0	42
Symmachiella dynata	22	37	39	47	38	39
Synechococcus sp. CBW1004	0	0	0	0	191	0
Syntrophobacter fumaroxidans	0	0	167	518	221	124
Tabrizicola piscis	191	0	0	0	0	0
Tahibacter amnicola	88	128	0	161	0	63
Tardiphaga robiniae	0	0	0	230	204	0
Tardiphaga sp. 37S4	0	0	0	0	277	0
Tardiphaga sp. 42S5	339	0	0	0	303	262
Tardiphaga sp. 709	286	432	345	276	535	187
Tautonia plasticadhaerens	4864	5167	6867	6371	9609	6059
Telluria mixta	387	0	3506	426	352	0
Telmatocola sphagniphila	25	47	90	55	63	45
Tepidiforma bonchosmolovskayae	36	51	52	79	87	38
Tepidiforma flava	0	48	129	93	78	44
Tepidimonas taiwanensis	0	848	0	0	0	326
Terribacillus goriensis	0	0	773	0	0	0
Terribacillus saccharophilus	0	0	339	0	0	0
Terricaulis silvestris	112	104	0	0	127	0
Terriglobus albidus	741	1357	1179	703	2373	635
Terriglobus roseus	110	96	221	168	193	116
Terriglobus saanensis	41	39	139	49	73	42
Terrihabitans soli	370	315	478	200	372	0
Terrisporobacter mayombei	0	0	0	223	0	0
Tessaracoccus flavescens	0	0	0	394	0	0
Tetrasphaera sp. HKS02	380	633	554	664	745	470
Thalassobaculum sp. OXR-137	860	777	774	1172	623	562
Thalassovita sp.	0	333	0	0	0	0
Thauera aminoaromatica	0	2849	0	3189	0	2085
Thauera humireducens	1512	1690	0	0	1731	0
Thauera sp. GDN1	2861	3676	0	0	0	0
Thauera sp. K11	2198	2261	0	0	3694	0
Thermaerobacter marianensis	0	0	59	103	0	0
Thermobacillus composti	0	0	0	79	111	0
Thermobifida alba	337	469	160	316	344	0
Thermobifida fusca	0	0	0	144	236	0
Thermobifida halotolerans	427	346	273	345	292	0
Thermobispora bispora	1423	1464	498	1140	1575	566
Thermochromatium tepidum	105	0	0	0	0	0
Thermoflexus hugenholtzii	0	0	22	19	26	0
Thermogutta terrifontis	0	0	0	0	39	0
Thermoleophilum album	370	514	1076	361	406	220
Thermomicrobium roseum	0	0	0	0	0	13
Thermomonas brevis	0	0	359	0	0	0
Thermomonas carbonis	0	0	0	0	249	0
Thermomonospora amylolytica	5161	6026	2643	5012	3922	2392
Thermomonospora curvata	1190	1221	901	1881	1482	1201
Thioalkalivibrio nitratireducens	107	0	0	0	0	0
Thioalkalivibrio paradoxus	0	0	0	141	0	0
Thiobacillus denitrificans	0	0	713	1695	890	0
Thiocapsa bogorovii	0	0	0	120	0	0
Thiocapsa sp.	0	0	58	0	0	0
Thiocystis violascens	0	0	0	107	0	0
Thioflavicoccus mobilis	0	0	101	143	207	0
Thiohalobacter sp. IOR34	0	0	0	174	0	0
Thiomonas sp. X19	237	0	104	0	166	0
Tichowtungia aerotolerans	0	0	20	0	0	0
Tistrella mobilis	5524	4318	5897	3227	6099	2459
Trichlorobacter ammonificans	0	0	83	128	184	0
Trichlorobacter lovleyi	0	0	0	0	1457	0
Trinickia violacea	672	592	235	646	996	486
Truepera radiovictrix	0	34	24	40	0	0
Tsukamurella paurometabola	0	0	394	121	0	343
Tsukamurella pulmonis	0	0	106	0	212	0
Tsukamurella sp. PLM1	0	0	0	0	188	0
Tsukamurella tyrosinosolvens	0	278	0	478	840	1009
Tumebacillus avium	0	0	426	0	599	0
Turicibacter bilis	0	0	0	2152	0	0
Turicibacter sanguinis	0	0	0	1234	0	0
Tuwongella immobilis	80	152	184	118	140	84
Umezawaea sp. Da 62-37	286	1230	292	484	369	339
Urbifossiella limnaea	2303	2602	4949	3783	4514	3046
Usitatibacter palustris	840	909	1121	1273	1351	454
Usitatibacter rugosus	624	791	1289	1347	1514	358
Variibacter gotjawalensis	1618	1686	1036	1205	1763	1018
Variovorax boronicumulans	0	0	0	371	444	313
Variovorax paradoxus	7445	6903	6961	14236	7705	3821
Variovorax sp. HW608	26771	37028	11566	33303	27607	36546
Variovorax sp. PAMC26660	0	0	140	0	0	0
Variovorax sp. PAMC28562	0	0	0	0	284	0
Variovorax sp. PBL-H6	0	2206	1811	3065	0	0
Variovorax sp. PBS-H4	1954	0	1330	2484	3236	1980
Variovorax sp. RA8	3433	0	1745	0	0	0
Variovorax sp. RKNM96	0	0	273	0	0	0
Variovorax sp. SRS16	0	0	0	3657	6915	1756
Variovorax sp. WDL1	0	10597	4735	15173	10647	3241
Variovorax sp. WS11	0	47	0	108	74	57
Varunaivibrio sulfuroxidans	0	109	0	0	0	0
Verminephrobacter eiseniae	0	0	0	0	311	146
Verrucomicrobium sp. GAS474	0	0	119	0	122	150
Verrucomicrobium spinosum	106	73	80	115	116	95
Verrucosispora sp. NA02020	1495	567	0	318	451	0
Verrucosispora sp. WMMA2044	401	0	0	0	0	0
Verrucosispora sp. WMMC514	0	0	138	0	0	309
Verrucosispora sp. WMMD573	460	225	0	0	273	0
Vibrio aestuarianus	416	0	0	0	0	0
Vogesella sp. LIG4	432	0	368	811	0	281
Vulcanimicrobium alpinum	195	193	93	98	208	51
Vulgatibacter incomptus	254	369	552	813	685	126
Xanthobacter autotrophicus	0	0	429	496	0	0
Xanthobacter dioxanivorans	4521	2391	2467	4725	5578	2247
Xanthobacter sp. YC-JY1	0	483	0	0	859	0
Xanthomonas oryzae	0	0	0	0	244	0
Xanthomonas sacchari	603	596	683	0	0	482
Xanthomonas theicola	0	0	0	434	0	0
Xanthomonas translucens	0	0	654	767	4249	0
Xylanimonas allomyrinae	0	0	172	0	0	0
Xylanimonas cellulosilytica	288	309	222	0	0	0
Xylanimonas protaetiae	0	0	265	0	0	0
Xylophilus rhododendri	0	771	0	490	0	0
Xylophilus sp. GOD-11R	0	0	0	455	0	0
Yinghuangia sp. ASG 101	1284	2086	497	549	893	928
Youhaiella tibetensis	0	0	0	0	0	138
[Pseudomonas] carboxydohydrogena	1303	709	729	873	502	461
name	new_est_reads	new_est_reads	new_est_reads	new_est_reads	new_est_reads	new_est_reads
uncultured Cohaesibacter sp.	556	319	202	388	432	340
uncultured Desulfobulbus sp.	250	0	0	368	0	0
uncultured Desulfosarcina sp.	0	0	3232	9997	8743	0
uncultured Holophaga sp.	134	0	0	0	0	0
uncultured Hyphomonas sp.	0	87	0	125	0	91
uncultured Lichenicoccus sp.	262	248	158	0	238	123
uncultured Paludibaculum sp.	456	475	671	652	612	410
uncultured Pleomorphomonas sp.	3408	1848	2187	3264	3728	1103
uncultured Propionivibrio sp.	0	0	130	0	209	0
uncultured Roseateles sp.	336	178	183	0	373	112
uncultured Roseibium sp.	125	223	0	0	0	206
